account_id,account_manager,company_type,sub_team_id,geography,industry,sub_industry
A-0415571,lehae,C,52,central,Retail & Consumer Goods,Household supplies
A-0422071,lunig,C,52,central,Technology,Electronic components
A-0042229,beasohe,A,52,central,Other,Other
A-0436957,tarwenr,D,48,central,Construction,Building Materials
A-0439057,freanrs,C,60,central,Retail & Consumer Goods,Household supplies
A-0443071,peruon,C,59,central,Other,Other
A-0450614,lunig,C,52,central,Retail & Consumer Goods,DIY & Garden
A-0456729,alaogzá,C,54,west,Construction,Building Materials
A-0457329,alsrawr,C,70,east,Chemicals,Chemicals
A-0473029,eviboe,C,50,north,Other,Other
A-0474057,lehae,A,54,west,Chemicals,Chemicals - Not Dangerous
A-0478343,derall,C,60,central,Other,Other
A-0049886,lehae,D,52,central,Other,Other
A-0060286,lunig,A,52,central,Other,Machines
A-0065143,lehae,E,52,central,Other,Other
A-0078671,beasohe,A,52,central,Other,Other
A-0078814,lunig,B,52,central,Other,Other
A-0086043,mahkaos,D,59,central,Industrial & Engineering,Electrical Engineering
A-0086186,thuranru,D,59,central,Apparel,Apparel - General
A-0088043,beasohe,A,52,central,Apparel,Apparel - General
A-0097329,lehae,A,52,central,Food & Beverage,Beverages - Non alcoholic
A-0097457,lehae,C,52,central,Retail & Consumer Goods,Furniture & Furnishings
A-0098614,alnbulca,D,60,central,Resources (Processed),Metals
A-0113843,beasohe,A,52,central,Other,Other
A-0115629,beasohe,A,52,central,Other,Other
A-0142871,tauida,E,48,central,Other,Other
A-0144443,beasohe,A,52,central,Other,Other
A-0014700,lunig,A,52,central,Other,Leisure & Fun
A-0016814,beasohe,A,52,central,Retail & Consumer Goods,Supermarkets & Other stores
A-0169529,lunig,A,52,central,Other,Other
A-0178486,beasohe,A,52,central,Other,Other
A-0181071,beasohe,A,52,central,Retail & Consumer Goods,Supermarkets & Other stores
A-0185414,lunig,A,52,central,Other,Other
A-0187029,rormars,C,50,north,Other,Other
A-0200343,lunig,A,52,central,"Manufacturer - Paper, Furniture & Others",Others
A-0020614,maeaßmh,A,52,central,Apparel,Accessories
A-0218057,beasohe,A,52,central,Other,Others
A-0268043,lehae,A,59,central,Other,Other
A-0271871,lehae,A,59,central,Other,Other
A-0280800,sesngns,D,59,central,Apparel,Apparel - Footware & shoes
A-0282971,heiwie,C,52,central,Technology,Technical Instruments
A-0321900,jaleiho,D,66,central,Pharmaceuticals,Pharmaceutical products
A-0322700,faarocte,D,52,central,Technology,Electronic devices
A-0032714,beasohe,A,52,central,Other,Other
A-0036814,lunig,A,52,central,Other,Other
A-0380343,faaonr,D,61,central,Automotive,Automotive - Components & Spare parts
A-0384057,lunig,A,52,central,Other,Other
A-0038686,jourann,C,52,central,Retail & Consumer Goods,Furniture & Furnishings
A-0038929,lunig,A,52,central,Other,Other
A-0439943,keedein,D,50,north,Automotive,Automotive - Dealerships & Service centres
A-0446729,mahkor,C,49,central,Industrial & Engineering,Industrial Machinery & Equipment
A-0453471,prcavd,D,69,central,Retail & Consumer Goods,Household supplies
A-0455614,lunig,D,52,central,Automotive,Automotive - Dealerships & Service centres
A-0460086,chsgenle,C,50,north,Food & Beverage,Food - Perishables & Fresh
A-0474729,alaogzá,C,54,west,Retail & Consumer Goods,Other
A-0475757,chsgenle,C,50,north,Technology,Electronic components
A-0480871,anbagba,C,55,south,Other,Other
A-0481543,,C,54,west,Retail & Consumer Goods,Furniture & Furnishings
A-0481914,lehae,A,54,west,Other,Other
A-0052371,lehae,A,52,central,Other,Other
A-0068014,lehae,A,52,central,Apparel,Accessories
A-0089657,jabbac,A,52,central,Apparel,Textiles
A-0091000,conhma,E,52,central,Retail & Consumer Goods,Cosmetics & Personal care
A-0099200,beasohe,A,52,central,Other,Other
A-0122171,lunig,A,52,central,Other,Other
A-0015000,lehae,C,52,central,Other,Other
A-0155043,beasohe,A,52,central,Retail & Consumer Goods,Furniture & Furnishings
A-0016571,lunig,A,52,central,Other,Other
A-0166886,lunig,A,52,central,Other,Other
A-0169329,beasohe,A,52,central,Other,Other
A-0188014,beasohe,A,52,central,Other,Other
A-0188357,beasohe,A,52,central,Retail & Consumer Goods,Supermarkets & Other stores
A-0195286,lunig,A,52,central,Other,Other
A-0202243,lehae,A,59,central,Other,Other
A-0205400,beasohe,A,52,central,Other,Other
A-0259857,lunig,A,52,central,Other,Other
A-0274457,leaborsk,D,58,central,Other,Other
A-0275371,grorie,D,59,central,Retail & Consumer Goods,DIY & Garden
A-0296071,toeumrh,D,60,central,Other,Other
A-0034429,lunig,C,52,central,Retail & Consumer Goods,Furniture & Furnishings
A-0386914,ladt,D,52,central,Technology,Electronic components
A-0040343,beasohe,A,52,central,Other,Other
A-0040986,lunig,A,52,central,Other,Other
A-0041600,lehae,A,52,central,Retail & Consumer Goods,Furniture & Furnishings
A-0427529,leaborsk,D,58,central,Technology,Electronic devices
A-0428086,paarie,D,57,central,Construction,Building Materials
A-0428186,faarocte,D,52,central,Industrial & Engineering,Industrial Machinery & Equipment
A-0428557,lehae,E,52,central,Logistics,Other Logistics
A-0432014,venmoan,C,61,central,Technology,Computers & Peripherals
A-0432500,jaleiho,D,66,central,Construction,Building Materials
A-0436686,lunig,C,52,central,Other,Other
A-0440971,lunig,A,52,central,Retail & Consumer Goods,Furniture & Furnishings
A-0441129,toeumrh,D,60,central,Food & Beverage,Tobacco products
A-0444329,lunig,C,52,central,Other,Other
A-0446271,lehae,A,52,central,Retail & Consumer Goods,Entertainment & Leisure
A-0456657,faaonr,B,61,central,Resources (Processed),Metals
A-0460843,anska,D,70,east,Retail & Consumer Goods,Furniture & Furnishings
A-0465071,keedein,C,50,north,Construction,Construction Services
A-0466957,słobosł,B,70,east,Other,Other
A-0468514,anlerr,E,54,west,Retail & Consumer Goods,"Toys, Sports & Hobbies"
A-0470243,maveitn,C,60,central,Other,Other
A-0472586,słobosł,D,70,east,Apparel,Textiles
A-0475229,eviboe,C,50,north,Apparel,Textiles
A-0053243,lunig,A,52,central,Retail & Consumer Goods,"Toys, Sports & Hobbies"
A-0058500,lehae,A,52,central,Other,Other
A-0060071,lehae,E,52,central,Retail & Consumer Goods,Furniture & Furnishings
A-0062614,lehae,A,52,central,Other,Other
A-0065414,lunig,A,52,central,Other,Other
A-0076129,beasohe,A,52,central,Other,Other
A-0090457,paaopp,D,61,central,Automotive,Automotive - Components & Spare parts
A-0105929,daeirt,D,59,central,Retail & Consumer Goods,Furniture & Furnishings
A-0108743,lehae,E,52,central,Retail & Consumer Goods,Supermarkets & Other stores
A-0110629,lunig,A,52,central,Other,"Leisure, Fun & Other Household goods"
A-0118143,beasohe,A,52,central,Industrial & Engineering,Electrical Engineering
A-0119771,beasohe,A,52,central,Retail & Consumer Goods,"Toys, Sports & Hobbies"
A-0141129,ladt,D,52,central,Apparel,Apparel - Footware & shoes
A-0151314,nind,B,56,central,Other,Other
A-0181486,beasohe,A,52,central,Other,Other
A-0201186,beasohe,A,52,central,Other,Other
A-0228757,lunig,C,52,central,Technology,Electronic devices
A-0231957,beasohe,A,52,central,Other,Other
A-0234443,lunig,C,52,central,Other,Other
A-0238614,beasohe,A,52,central,Industrial & Engineering,Industrial Machinery & Equipment
A-0257629,donmar,D,61,central,Technology,Electronic devices
A-0274571,lunig,A,52,central,Other,Other
A-0028029,beasohe,A,52,central,Retail & Consumer Goods,Supermarkets & Other stores
A-0283486,beasohe,A,52,central,Retail & Consumer Goods,"Toys, Sports & Hobbies"
A-0299386,peruon,C,59,central,Resources (Processed),Plastics & Rubber
A-0031829,lunig,A,52,central,Other,Other
A-0037329,,E,48,central,Other,Other
A-0376900,beasohe,A,52,central,Retail & Consumer Goods,"Toys, Sports & Hobbies"
A-0039386,beasohe,A,52,central,Other,Other
A-0395086,erak,C,52,central,Retail & Consumer Goods,Household supplies
A-0040386,beasohe,A,52,central,Other,Other
A-0411914,jaleiho,C,66,central,Food & Beverage,Food - Perishables & Fresh
A-0413543,jonbuho,D,61,central,Retail & Consumer Goods,Appliances
A-0419514,daeali,D,60,central,Retail & Consumer Goods,Furniture & Furnishings
A-0426257,tauida,E,48,central,Other,Other
A-0432971,anéerkg,D,61,central,Technology,Electronic components
A-0443986,thuranru,C,59,central,Retail & Consumer Goods,Furniture & Furnishings
A-0449657,maveitn,C,60,central,Automotive,Automotive - Vehicles
A-0450600,juypruyń,D,70,east,Industrial & Engineering,Industrial Machinery & Equipment
A-0457400,calquad,C,54,west,Industrial & Engineering,Electrical Engineering
A-0458714,maetor,A,69,central,Agriculture,Crops
A-0468800,toeumrh,D,60,central,Technology,Electronic devices
A-0471400,beasclz,C,60,central,Retail & Consumer Goods,"Toys, Sports & Hobbies"
A-0478443,alsrawr,C,70,east,Construction,Construction Equipment
A-0478600,alsrawr,C,70,east,Other,Other
A-0488029,anéerkg,D,61,central,Retail & Consumer Goods,"Toys, Sports & Hobbies"
A-0049157,derall,C,60,central,Other,Other
A-0086629,beasohe,A,52,central,Retail & Consumer Goods,Supermarkets & Other stores
A-0093886,daeali,D,60,central,Automotive,Automotive - Components & Spare parts
A-0116514,maeaßmh,D,52,central,Logistics,Freight Forwarding
A-0119429,jonbuho,A,61,central,Apparel,Apparel - General
A-0123871,lehae,A,52,central,Retail & Consumer Goods,Jewelry
A-0127514,tauida,E,48,central,Other,Other
A-0129557,lunig,E,52,central,Logistics,Freight Forwarding
A-0131586,lunig,B,52,central,Retail & Consumer Goods,Furniture & Furnishings
A-0150857,lunig,A,52,central,Retail & Consumer Goods,"Toys, Sports & Hobbies"
A-0154800,beasohe,A,52,central,Other,Other
A-0016657,lunig,C,52,central,Retail & Consumer Goods,"Toys, Sports & Hobbies"
A-0017914,lunig,A,52,central,Retail & Consumer Goods,"Toys, Sports & Hobbies"
A-0182014,lunig,A,52,central,Apparel,Apparel - General
A-0188914,beasohe,A,52,central,Retail & Consumer Goods,Furniture & Furnishings
A-0201143,lunig,C,52,central,Other,Others
A-0209757,lunig,A,52,central,Retail & Consumer Goods,Furniture & Furnishings
A-0213457,beasohe,A,52,central,Other,Others
A-0221943,beasohe,A,52,central,Other,Other
A-0251843,donmar,B,61,central,Retail & Consumer Goods,Furniture & Furnishings
A-0255200,maeaßmh,A,52,central,Apparel,Apparel - General
A-0259314,lunig,A,52,central,Other,Other
A-0027443,beasohe,A,52,central,Technology,Computers & Peripherals
A-0305657,lunig,D,52,central,Resources (Processed),Plastics & Rubber
A-0330629,lunig,A,52,central,Other,Other
A-0335329,lunig,A,52,central,Other,Other
A-0345329,lehae,D,52,central,Other,Other
A-0345986,beasohe,A,52,central,Other,Other
A-0038300,derall,C,60,central,Retail & Consumer Goods,Supermarkets & Other stores
A-0385157,toeumrh,D,60,central,Apparel,Apparel - Footware & shoes
A-0414114,lunig,A,52,central,Automotive,Automotive - Dealerships & Service centres
A-0415200,jonbuho,D,61,central,Technology,Electronic devices
A-0421043,juaöck,D,61,central,Retail & Consumer Goods,Household supplies
A-0427314,jourann,D,52,central,Resources (Raw),Metal Ores
A-0435829,lunig,E,52,central,Automotive,Automotive - Components & Spare parts
A-0436514,maeeenes,D,50,north,Technology,Electronic devices
A-0459114,prcavd,A,69,central,Food & Beverage,Food - Packaged & Dry
A-0459214,redrl,D,69,central,Agriculture,Livestock Feed
A-0459457,prcavd,A,69,central,Other,Other
A-0463043,joengcus,B,57,central,Industrial & Engineering,Utilities & Waste Management
A-0479757,mièmas,E,64,central,Chemicals,Chemicals
A-0048029,lehae,A,52,central,Construction,Building Materials
A-0482643,alsrawr,C,70,east,Industrial & Engineering,Electrical Engineering
A-0050343,beasohe,A,52,central,Other,Other
A-0066443,lehae,E,52,central,Other,Other
A-0074471,lehae,A,52,central,Retail & Consumer Goods,"Toys, Sports & Hobbies"
A-0084971,lunig,E,52,central,Other,Other
A-0099386,lunig,A,52,central,Other,Other
A-0103657,daeali,C,60,central,Resources (Processed),Plastics & Rubber
A-0110429,beasohe,A,52,central,Construction,Building Materials
A-0110514,lehae,A,52,central,Retail & Consumer Goods,Supermarkets & Other stores
A-0121586,lunig,A,52,central,Other,Other
A-0131900,beasohe,A,52,central,Other,Other
A-0134871,beasohe,A,52,central,Other,Other
A-0139086,beasohe,A,52,central,Retail & Consumer Goods,Supermarkets & Other stores
A-0145057,beasohe,A,52,central,Other,Other
A-0148129,juaöck,D,61,central,Retail & Consumer Goods,Supermarkets & Other stores
A-0183429,beasohe,A,52,central,Other,Other
A-0018586,lehae,A,52,central,Food & Beverage,Food - Perishables & Fresh
A-0193843,lunig,A,52,central,Other,Other
A-0197714,lunig,A,52,central,Other,Other
A-0199457,beasohe,A,52,central,Other,Other
A-0220871,faaonr,D,61,central,Industrial & Engineering,Electrical Engineering
A-0221057,beasohe,A,52,central,Other,Other
A-0221229,lehae,A,52,central,Healthcare,Medical Devices & Instruments
A-0023443,lehae,A,52,central,Resources (Processed),Plastics & Rubber
A-0236500,daechete,B,57,central,Food & Beverage,Beverages - Alcoholic
A-0024914,beasohe,A,52,central,Other,Other
A-0026800,lehae,A,52,central,Other,Other
A-0269886,erak,D,52,central,Retail & Consumer Goods,Cosmetics & Personal care
A-0270671,lehae,A,59,central,Other,Others
A-0028743,lunig,A,52,central,Other,Other
A-0295057,lunig,A,52,central,Other,Other
A-0029914,beasohe,A,52,central,Other,Other
A-0312629,beasohe,A,52,central,Other,Other
A-0312900,jaleiho,D,66,central,Construction,Building Materials
A-0356471,beasohe,A,52,central,Other,Other
A-0375871,daeali,D,60,central,Apparel,Apparel - General
A-0039771,beasohe,A,52,central,Retail & Consumer Goods,Entertainment & Leisure
A-0422600,lehae,C,52,central,Industrial & Engineering,Industrial Machinery & Equipment
A-0042800,derall,C,60,central,Apparel,Accessories
A-0436871,jonungns,D,60,central,Technology,Electronic devices
A-0438229,sesnbr,D,68,central,Resources (Processed),Paper
A-0444857,juypruyń,D,70,east,Retail & Consumer Goods,Household supplies
A-0447686,alaogzá,C,54,west,Chemicals,Chemicals
A-0451214,juypruyń,C,70,east,Other,Other
A-0460257,dioive,A,54,west,Construction,Construction Services
A-0460800,freanrs,D,60,central,Retail & Consumer Goods,Furniture & Furnishings
A-0466300,lunig,A,52,central,Industrial & Engineering,Industrial Machinery & Equipment
A-0467100,daeirt,D,59,central,Retail & Consumer Goods,"Toys, Sports & Hobbies"
A-0469243,eviboe,D,50,north,Food & Beverage,Food - Perishables & Fresh
A-0470971,calquad,E,54,west,Other,Other
A-0474414,jaleiho,D,66,central,Other,Other
A-0475286,juypruyń,D,70,east,Resources (Processed),Plastics & Rubber
A-0049114,beasohe,A,52,central,Other,Other
A-0081286,lunig,A,52,central,Other,Other
A-0081657,donmar,C,61,central,Other,Other
A-0086886,beasohe,D,52,central,Retail & Consumer Goods,Furniture & Furnishings
A-0096200,maeaßmh,D,52,central,Retail & Consumer Goods,Household supplies
A-0103529,maeaßmh,A,52,central,Logistics,Freight Forwarding
A-0113000,donmar,C,61,central,Retail & Consumer Goods,"Toys, Sports & Hobbies"
A-0115100,beasohe,A,52,central,Retail & Consumer Goods,Supermarkets & Other stores
A-0147071,lehae,A,52,central,Other,Other
A-0148300,beasohe,A,52,central,Apparel,Apparel - General
A-0158671,lunig,A,52,central,Other,Other
A-0166857,beasohe,A,52,central,Other,Other
A-0171800,lunig,E,52,central,Logistics,Freight Forwarding
A-0172700,lunig,C,52,central,Other,Other
A-0182071,beasohe,A,52,central,Other,Other
A-0219600,beasohe,A,52,central,Other,Other
A-0229129,beasohe,A,52,central,Other,Other
A-0023271,lunig,D,52,central,Logistics,Freight Forwarding
A-0246543,lunig,A,52,central,Resources (Processed),Plastics & Rubber
A-0255486,lunig,A,52,central,Other,Other
A-0259643,beasohe,A,52,central,Other,Other
A-0290914,grorie,D,59,central,Industrial & Engineering,Industrial Machinery & Equipment
A-0032943,beasohe,A,52,central,"Manufacturer - Paper, Furniture & Others",Others
A-0360443,beasohe,A,52,central,Other,Other
A-0374071,jonungns,D,60,central,Other,Other
A-0391157,chsnoal,D,57,central,Resources (Processed),Metals
A-0420743,grorie,D,59,central,Technology,Computers & Peripherals
A-0421957,lunig,C,52,central,Retail & Consumer Goods,"Toys, Sports & Hobbies"
A-0428271,alnbulca,D,60,central,Technology,Technical Instruments
A-0428786,chsesg,D,59,central,Apparel,Apparel - Footware & shoes
A-0429157,freanrs,C,60,central,Technology,Electronic devices
A-0043143,daechete,D,57,central,Food & Beverage,Food - Perishables & Fresh
A-0433129,daeali,D,60,central,Industrial & Engineering,Agricultural Machinery
A-0445386,juaöck,D,61,central,Industrial & Engineering,Industrial Machinery & Equipment
A-0446400,heiwie,D,52,central,Retail & Consumer Goods,"Toys, Sports & Hobbies"
A-0446814,jonungns,D,60,central,Retail & Consumer Goods,Furniture & Furnishings
A-0045186,lunig,A,52,central,Retail & Consumer Goods,Supermarkets & Other stores
A-0451914,feacoo,E,54,west,Retail & Consumer Goods,Cosmetics & Personal care
A-0470157,anbagba,B,55,south,Resources (Raw),Building Materials
A-0477800,nalgonle,A,54,west,Retail & Consumer Goods,Childcare products
A-0484414,lunig,E,52,central,Other,Other
A-0063286,lehae,E,52,central,Other,Other
A-0068371,beasohe,A,52,central,Retail & Consumer Goods,"Toys, Sports & Hobbies"
A-0074543,maveitn,C,60,central,Food & Beverage,Food - Perishables & Fresh
A-0077471,lunig,A,52,central,Other,Other
A-0080057,lehae,E,52,central,Other,Other
A-0081386,lunig,A,52,central,Other,Other
A-0082871,beasohe,A,52,central,Other,Other
A-0085414,erak,E,52,central,Other,Other
A-0108729,pifman,B,52,central,Retail & Consumer Goods,Furniture & Furnishings
A-0111600,beasohe,A,52,central,Other,Other
A-0126757,jaleiho,C,66,central,Other,"Leisure, Fun & Other Household goods"
A-0134600,liromm,D,64,central,Industrial & Engineering,Engines & Turbines
A-0153443,lunig,A,52,central,Other,Other
A-0017243,faaonr,D,61,central,Industrial & Engineering,Industrial Machinery & Equipment
A-0223729,beasohe,A,52,central,Other,Other
A-0232857,maibanr,C,60,central,Technology,Computers & Peripherals
A-0288557,jaleiho,D,66,central,Construction,Building Materials
A-0304143,beasohe,A,52,central,Construction,Building Materials
A-0327400,lunig,A,52,central,Other,Other
A-0033243,lunig,A,52,central,Other,Other
A-0373771,chsgenle,D,50,north,Other,"Food, Beverages & Tobacco"
A-0037529,lehae,A,52,central,Other,Other
A-0397943,beasohe,C,52,central,Other,Other
A-0401843,faaonr,D,61,central,Construction,Building Materials
A-0415671,lehae,E,52,central,Retail & Consumer Goods,Supermarkets & Other stores
A-0419643,lunig,C,52,central,Retail & Consumer Goods,Pet care
A-0425786,daeirt,D,59,central,Industrial & Engineering,Electrical Engineering
A-0436286,faarocte,D,52,central,Industrial & Engineering,Industrial Machinery & Equipment
A-0455957,alsraźn,E,70,east,Automotive,Automotive - Components & Spare parts
A-0046457,lunig,A,52,central,Retail & Consumer Goods,Supermarkets & Other stores
A-0467171,zarupi,D,50,north,Other,Other
A-0471600,alsrawr,B,70,east,Other,Other
A-0474171,paarie,A,57,central,Other,Other
A-0478029,dioive,A,54,west,Apparel,Apparel - General
A-0485757,joielbe,E,48,central,Logistics,Other
A-0485929,lunig,C,52,central,Other,Other
A-0049029,beasohe,A,52,central,Construction,Building Materials
A-0056300,beasohe,A,52,central,Retail & Consumer Goods,Furniture & Furnishings
A-0059757,beasohe,A,52,central,Other,Other
A-0073557,lunig,C,52,central,Technology,Electronic devices
A-0076814,lunig,A,52,central,Other,Other
A-0086757,lehae,E,52,central,Food & Beverage,Food - Perishables & Fresh
A-0088571,beasohe,A,52,central,Technology,Electronic devices
A-0088843,yvshi,A,62,central,Technology,Electronic components
A-0099329,pifman,A,52,central,Retail & Consumer Goods,Entertainment & Leisure
A-0100057,miakre,B,56,central,Logistics,Freight Forwarding
A-0126514,lehae,A,59,central,Other,Others
A-0130900,beasohe,A,52,central,Other,Other
A-0145871,maveitn,C,60,central,Other,Other
A-0152443,faarocte,D,52,central,Other,Trade brokerage & Others
A-0153229,maeaßmh,A,59,central,Other,Other
A-0154429,lunig,A,52,central,Other,Other
A-0172100,beasohe,A,52,central,Retail & Consumer Goods,Supermarkets & Other stores
A-0192486,beasohe,A,52,central,Other,Other
A-0208529,beasohe,A,52,central,Other,Other
A-0021214,beasohe,A,52,central,Retail & Consumer Goods,Household supplies
A-0219929,lunig,C,52,central,Other,Other
A-0236829,lehae,A,52,central,Other,Other
A-0254871,lehae,A,52,central,Other,Other
A-0256243,lunig,A,52,central,Other,Other
A-0263200,deiremiu,D,59,central,Technology,Electronic devices
A-0266314,joengcus,B,57,central,Resources (Processed),Plastics & Rubber
A-0271286,lehae,A,59,central,Other,Other
A-0278143,lunig,A,52,central,Other,Other
A-0286586,lunig,A,52,central,Other,Other
A-0300571,daeali,D,60,central,Retail & Consumer Goods,DIY & Garden
A-0030357,beasohe,A,52,central,Apparel,Apparel - General
A-0305386,beasohe,A,52,central,Other,Other
A-0308471,beasohe,A,52,central,Other,Other
A-0309629,lunig,A,52,central,Other,Other
A-0323271,imasa,E,48,central,Other,Other
A-0386486,lehae,A,52,central,Other,Other
A-0387014,lehae,C,52,central,Apparel,Apparel - General
A-0394114,lehae,A,52,central,Other,Other
A-0040029,lunig,A,52,central,Other,Other
A-0411314,pifman,C,52,central,Apparel,Apparel - General
A-0412743,lehae,C,52,central,Retail & Consumer Goods,Cosmetics & Personal care
A-0413286,lunig,C,52,central,Retail & Consumer Goods,"Toys, Sports & Hobbies"
A-0415429,faaonr,D,61,central,Food & Beverage,Beverages - Alcoholic
A-0415729,beasohe,A,52,central,Retail & Consumer Goods,Pet care
A-0420757,fadugre,B,69,central,Construction,Building Materials
A-0422457,anéerkg,D,61,central,Industrial & Engineering,Batteries
A-0422786,tauida,E,48,central,Other,Other
A-0424143,pifman,D,52,central,Resources (Processed),Metals
A-0432314,jonungns,D,60,central,Resources (Processed),Metals
A-0433786,chsnfnk,D,60,central,Apparel,Apparel - General
A-0460871,an-raäm,D,54,west,Technology,Electronic devices
A-0467286,słobosł,D,70,east,Retail & Consumer Goods,Appliances
A-0471971,chsgenle,D,50,north,Apparel,Textiles
A-0472014,calquad,C,54,west,Apparel,Accessories
A-0474029,deiremiu,D,59,central,Retail & Consumer Goods,Furniture & Furnishings
A-0476100,ivalieo,D,55,south,Resources (Processed),Paper
A-0484643,anbagba,A,55,south,Other,Other
A-0484700,conmey,D,60,central,Retail & Consumer Goods,Pet care
A-0051714,lehae,C,52,central,Other,Others
A-0066757,lunig,A,52,central,Other,Other
A-0071014,lunig,A,52,central,Other,Other
A-0104257,lunig,A,52,central,Other,Other
A-0109314,beasohe,A,52,central,Retail & Consumer Goods,Entertainment & Leisure
A-0111029,lehae,A,52,central,Resources (Processed),Plastics & Rubber
A-0118700,lehae,E,52,central,Other,Other
A-0122271,beasohe,A,52,central,Other,Other
A-0135914,lunig,A,52,central,Other,Other
A-0146057,lunig,A,52,central,Other,Other
A-0185443,errma,D,60,central,Other,Other
A-0194471,alnbulca,D,60,central,Other,Other
A-0212557,lehae,A,52,central,Other,Other
A-0224129,lunig,C,52,central,Other,Other
A-0022971,beasohe,C,52,central,Other,Other
A-0229914,lunig,A,52,central,Retail & Consumer Goods,"Toys, Sports & Hobbies"
A-0026929,lunig,A,52,central,Retail & Consumer Goods,"Toys, Sports & Hobbies"
A-0278957,lunig,C,52,central,Other,Other
A-0284729,faaonr,D,61,central,Industrial & Engineering,Industrial Machinery & Equipment
A-0031614,beasohe,A,52,central,Other,Other
A-0318429,lunig,A,52,central,Retail & Consumer Goods,"Toys, Sports & Hobbies"
A-0331543,lunig,A,52,central,Other,Other
A-0343414,lunig,C,52,central,Technology,Computers & Peripherals
A-0343971,derall,C,60,central,Retail & Consumer Goods,Supermarkets & Other stores
A-0354100,lunig,A,52,central,Other,Other
A-0356657,keedein,C,50,north,"Manufacturer - Paper, Furniture & Others",Furniture
A-0386857,lehae,A,52,central,Construction,Building Materials
A-0412943,lunig,E,52,central,Logistics,Freight Forwarding
A-0413329,lehae,A,52,central,Other,Other
A-0421743,heiwie,D,52,central,Industrial & Engineering,Industrial Machinery & Equipment
A-0042900,mamange,B,56,central,Construction,Building Materials
A-0431343,jonungns,D,60,central,Resources (Raw),Metal Ores
A-0440086,ladt,B,52,central,Industrial & Engineering,Electrical Engineering
A-0455300,miakre,B,56,central,Construction,Building Materials
A-0458671,prhalaan,E,48,central,Other,Other
A-0459414,mihliel,D,69,central,Food & Beverage,Food - Packaged & Dry
A-0461329,daeirt,D,59,central,Resources (Processed),Metals
A-0463100,crtcall,D,55,south,Other,Other
A-0474300,staleie,D,60,central,Resources (Processed),Metals
A-0474786,frknge,E,68,central,Other,Other
A-0492600,keedein,E,50,north,Apparel,Textiles
A-0056614,beasohe,A,52,central,Other,Other
A-0074243,jonbuho,C,61,central,Retail & Consumer Goods,DIY & Garden
A-0078029,lehae,A,52,central,Other,Other
A-0084986,faarocte,D,52,central,Industrial & Engineering,Electrical Engineering
A-0091800,lehae,E,52,central,Other,Other
A-0099829,beasohe,A,52,central,Other,Other
A-0123357,beasohe,A,52,central,Other,Other
A-0128386,beasohe,E,52,central,Logistics,Freight Forwarding
A-0128857,beasohe,A,52,central,Other,Other
A-0129157,peruon,C,59,central,Technology,Electronic devices
A-0141357,beasohe,A,52,central,Other,Other
A-0144371,beasohe,A,52,central,Retail & Consumer Goods,"Toys, Sports & Hobbies"
A-0155914,lunig,C,52,central,Resources (Processed),Cardboard & Packaging
A-0016014,lehae,A,52,central,Other,Other
A-0164586,lehae,A,52,central,Other,Other
A-0169986,chsgenle,C,50,north,Industrial & Engineering,Industrial Machinery & Equipment
A-0172314,lunig,A,52,central,Other,Other
A-0178757,beasohe,A,52,central,Other,Other
A-0183729,maeistk,A,57,central,Retail & Consumer Goods,Furniture & Furnishings
A-0183843,lehae,A,50,north,Industrial & Engineering,Industrial Machinery & Equipment
A-0186229,beasohe,A,52,central,Retail & Consumer Goods,Furniture & Furnishings
A-0019214,toeumrh,D,60,central,Other,Other
A-0196371,anéerkg,D,61,central,Technology,Computers & Peripherals
A-0218757,lunig,C,52,central,Retail & Consumer Goods,"Toys, Sports & Hobbies"
A-0232057,lunig,A,52,central,Resources (Processed),Leather
A-0242129,lehae,A,52,central,Retail & Consumer Goods,Supermarkets & Other stores
A-0272814,beasohe,C,52,central,Other,Other
A-0283543,erter,A,48,central,Other,Other
A-0286743,lehae,A,52,central,Other,Other
A-0317686,lunig,A,52,central,Other,Other
A-0328657,faaonr,C,61,central,Technology,Electronic devices
A-0375900,ankredl,D,56,central,Other,Other
A-0378586,lunig,A,52,central,Other,Other
A-0039929,beasohe,A,52,central,Other,Other
A-0413114,lunig,C,52,central,Technology,Technical Instruments
A-0414000,lehae,E,52,central,Other,Other
A-0414300,lunig,A,52,central,Other,Other
A-0418386,lehae,C,52,central,Other,Other
A-0419600,mamlüg,C,52,central,Chemicals,Chemicals
A-0419857,jonbuho,C,61,central,Resources (Processed),Cardboard & Packaging
A-0421443,donmar,D,61,central,Healthcare,Medical Devices & Instruments
A-0429557,ladt,D,52,central,Retail & Consumer Goods,Jewelry
A-0437400,sesnbr,D,68,central,Resources (Processed),Paper
A-0445157,keedein,D,50,north,Retail & Consumer Goods,Entertainment & Leisure
A-0449557,tauida,E,72,origin,Other,Other
A-0450814,alaogzá,C,54,west,Manufacturer - Materials & Chemicals,Rubber & Plastics
A-0454286,juypruyń,C,70,east,Apparel,Apparel - General
A-0459657,prcavd,A,69,central,Logistics,Road Trucking
A-0462343,an-raäm,D,54,west,Retail & Consumer Goods,Household supplies
A-0467143,prcavd,E,69,central,Logistics,Road Trucking
A-0468057,alsraźn,D,70,east,Retail & Consumer Goods,Furniture & Furnishings
A-0468657,keedein,C,50,north,Apparel,Apparel - General
A-0469329,maveitn,C,60,central,Retail & Consumer Goods,Furniture & Furnishings
